brand,lens_type,model,raw_category,focal_length_mm,magnification,working_distance_mm,aperture,max_sensor_format_mm,image_circle_mm,fov_mm,numerical_aperture,resolution_um,mtf30_lpmm,dof_mm,distortion_pct,telecentricity_deg,mount,weight_g,coaxial,wavelength_range,_source_url,_raw_target
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/50 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,131,F/2.8 ... F/32,24,,,- | 0.17,,,,,,TFL-Mount,135,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-50mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F4.0/60 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),60,,162,F/4 ... F/22,24,,,- | 0.12,,,,,,C,135,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f4-0-60mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,165,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,225,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,165,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.8/12 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,610,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-8-12mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.8/12 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,610,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-8-12mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,86,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,146,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,86,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,87,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,147,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,87,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/38 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),38,,374,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,133,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-38mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/38 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),38,,374,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,193,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-38mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/38 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),38,,374,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,133,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-38mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/50 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,505,F/2 ... F/16,19.3,,,- | 0.24,,,,,,C,156,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-50mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/50 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,505,F/2 ... F/16,19.3,,,- | 0.24,,,,,,C,216,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-50mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/50 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,505,F/2 ... F/16,19.3,,,- | 0.24,,,,,,C,156,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-50mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,ONYX F0.95/25 mm C-Mount fast lens,"Fast Lenses (ONYX, F0.95)",25,,234,F/0.95 ... F/11,16,,,- | 0.5,,,,,,C,240,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/fast-lenses/onyx/f0-95-25mm-c,schneider_fast
Schneider-Kreuznach,fixed_focal,ONYX F0.95/25 mm C-Mount fixed iris fast lens,"Fast Lenses (ONYX, F0.95)",25,,234,F/0.95,16,,,- | 0.5,,,,,,C,155,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/fast-lenses/onyx/f0-95-25mm-c-fixed-iris,schneider_fast
Schneider-Kreuznach,fixed_focal,PYRITE F2.8/28 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),28,,61,F/2.8 ... F/16,30,,,- | 0.18,,,,,,V38-Mount,99,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f2-8-28mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F2.8/35 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),35,,77,F/2.8 ... F/22,30,,,- | 0.18,,,,,,V38-Mount,108,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f2-8-35mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F2.8/40 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),40,,97,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,V38-Mount,102,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f2-8-40mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F2.8/50 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,127,F/2.8 ... F/32,43.2,,,- | 0.17,,,,,,V38-Mount,107,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f2-8-50mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/45 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),45,,114,F/4 ... F/32,43.2,,,- | 0.12,,,,,,V38-Mount,94,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-0-45mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/60 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),60,,156,F/4 ... F/32,62.5,,,- | 0.12,,,,,,V38-Mount,114,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-0-60mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/80 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),80,,214,F/4 ... F/45,82,,,- | 0.12,,,,,,V38-Mount,109,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-0-80mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/80/1.0x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),80,,98,F/5.6 ... F/45,100,,,0.06 | 0.06,,,,,,V38-Mount,130,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-80mm-1-0x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.5/85/0.5x-2.0x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),85,,100,F/4.5 ... F/8,62.5,,,0.06 | 0.06,,,,,,V38-Mount,270,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-5-85mm-0-5x-2-0x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.5/90 mm/0.3x large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),90,,240,F/4.5 ... F/64,90,,,0.03 | 0.10,,,,,,V38-Mount,129,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-5-90mm-0-3x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F4.5/90 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),90,,246,F/4.5 ... F/64,90,,,0.03 | 0.10,,,,,,V38-Mount,134,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f4-5-90mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/100 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,283,F/5.6 ... F/64,100,,,- | 0.09,,,,,,V38-Mount,174,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-100mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/120/0.5x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),120,,269,F/5.6 ... F/64,90,,,0.04 | 0.06,,,,,,V38-Mount,164,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-120mm-0-5x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/120/1.0x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),120,,198,F/5.6 ... F/64,90,,,0.05 | 0.05,,,,,,V38-Mount,164,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-120mm-1-0x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/120/0.33x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),120,,409,F/5.6 ... F/64,90,,,0.02 | 0.07,,,,,,V38-Mount,164,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-120mm-0-33x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,PYRITE F5.6/120/0.75x mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),120,,228,F/5.6 ... F/64,90,,,0.04 | 0.05,,,,,,V38-Mount,164,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/pyrite/f5-6-120mm-0-75x-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,AMBER F2.8/40 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),40,,175,F/2.8 ... F/22,43.2,,,- | 0.16,,,,,,V38-Mount,105,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/amber/f2-8-40mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,AMBER 4.0/60 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),60,,274,F/4.0 ... F/32,62.5,,,- | 0.11,,,,,,V38-Mount,114,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/amber/f4-0-60mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,AMBER 4.0/80 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),80,,376,F/4.0 ... F/32,82,,,- | 0.11,,,,,,V38-Mount,133,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/amber/f4-0-80mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,AMBER 5.6/100 mm large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,469,F/5.6 ... F/22,82,,,- | 0.08,,,,,,V38-Mount,146,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/amber/f5-6-100mm-v38,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/35 mm M42x1 large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),35,,242,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,209,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-35mm-m42x1,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/35 mm M42x0.75 large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),35,,242,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,209,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-35mm-m42x0-75,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/35 mm TFL-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),35,,242,F/2.8 ... F/16,32,,,- | 0.17,,,,,,TFL-Mount,211,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-35mm-tfl,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm M42x1-LD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,510,F/2.8 ... F/16,32,,,- | 0.18,,,,,,M42,358,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-m42x1-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm M42x1-SD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,260,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,345,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-m42x1-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm M42x0.75-LD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,510,F/2.8 ... F/16,32,,,- | 0.18,,,,,,M42,358,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-m42x0-75-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm M42x0.75-SD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,260,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,345,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-m42x0-75-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm TFL-LD Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,510,F/2.8 ... F/16,32,,,- | 0.18,,,,,,TFL-Mount,358,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-tfl-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/50 mm TFL-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,260,F/2.8 ... F/16,32,,,- | 0.17,,,,,,TFL-Mount,358,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-50mm-tfl-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm M42x1-LD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,770,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,430,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-m42x1-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm M42x1-SD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,397,F/2.8 ... F/16,32,,,- | 0.18,,,,,,M42,430,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-m42x1-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm M42x0.75-LD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,770,F/2.8 ... F/16,32,,,- | 0.17,,,,,,M42,430,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-m42x0-75-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm M42x0.75-SD large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,397,F/2.8 ... F/16,32,,,- | 0.18,,,,,,M42,430,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-m42x0-75-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm TFL-LD Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,770,F/2.8 ... F/16,32,,,- | 0.17,,,,,,TFL-Mount,443,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-tfl-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,THULITE F2.8/75 mm TFL-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),75,,397,F/2.8 ... F/16,32,,,- | 0.18,,,,,,TFL-Mount,443,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/thulite/f2-8-75mm-tfl-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/28 mm F-LD Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),28,,553,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,F,510,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-28mm-f-mount-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/28 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),28,,265,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,F,517,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-28mm-f-mount-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/28 mm V-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),28,,553,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,V48-Mount,522,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-28mm-v48-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/28 mm V48-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),28,,265,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,V48-Mount,523,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-28mm-v48-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.2/50 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,327,F/2.2 ... F/16,43.2,,,- | 0.21,,,,,,F,196,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-2-50mm-f-mount,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.2/50 mm V-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),50,,327,F/2.2 ... F/16,43.2,,,- | 0.21,,,,,,V48-Mount,202,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-2-50mm-v48,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F4.0/60 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),60,,230,F/4 ... F/16,62.5,,,- | 0.12,,,,,,F,262,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f4-0-60mm-f-mount,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F4.0/60 mm V48-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),60,,230,F/4 ... F/16,62.5,,,- | 0.12,,,,,,V48-Mount,197,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f4-0-60mm-v48,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F4.0/80 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),80,,380,F/4 ... F/16,43.2,,,- | 0.12,,,,,,F,439,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f4-0-80mm-f-mount,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F4.0/80 mm V48-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),80,,380,F/4 ... F/16,82,,,- | 0.12,,,,,,V48-Mount,204,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f4-0-80mm-v48,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/100 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,633,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,F,441,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-100mm-f-mount-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.8/100 mm V48-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,633,F/2.8 ... F/22,43.2,,,- | 0.17,,,,,,V48-Mount,317,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-8-100mm-v48-sd,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.9/100 mm F-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,2062,F/2.9 ... F/22,43.2,,,- | 0.17,,,,,,F,442,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-9-100mm-f-mount-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F2.9/100 mm V-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,2062,F/2.9 ... F/22,43.2,,,- | 0.17,,,,,,V48-Mount,318,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f2-9-100mm-v48-ld,schneider_large_format
Schneider-Kreuznach,fixed_focal,EMERALD F5.6/135 mm V48-Mount large format lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),135,,379,F/5.6 ... F/22,90,,,- | 0.09,,,,,,V48-Mount,260,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/emerald/f5-6-135mm-v48,schneider_large_format
Schneider-Kreuznach,fixed_focal,TITANITE 5.0x/0.27 V-Mount lens,Large Format Lenses (PYRITE/AMBER/THULITE/EMERALD/TITANITE),100,,21.8 (21.28 ... 22.35),,82,,,0.27 | 0.05,,,,,,V110-Mount,3460,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/large-format-lenses/titanite/5-0x-0-27,schneider_large_format
Schneider-Kreuznach,linescan_telecentric,ZIRCONIA 0.01/0.1x V48 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),90,,644,F/3.3 ... F/11,62.5,,,0.01 | 0.14,,,,,,V48-Mount,246,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/zirconia/0-01-0-1x-v48,schneider_linescan
